identifiant,titre,description,lien,état,prix,disponibilité,lien image,gtin,référence fabricant,marque
41,Biogel 2 - Soyeux et longue durée,"BIOGEL 2 est recommandé pour le massage global ou spécifique, vous offrant une texture soyeuse, légère et fluide.",https://massageboutik.com/fr/produits-de-massage/41-biogel-2-soyeux-et-longue-duree.html,new,CAD$9.89,In Stock,https://massageboutik.com/96-large_default/biogel-2-soyeux-et-longue-duree.jpg,,GELXXXHUI,"
						Les Soins Corporels l'Herbier
					"
272,Huile essentielle Aliksir Palmarosa,"Positivante, anti-infectieux, antibactérienne majeure à large spectre+++, antifongique+++, antivirale+++, tonique, utérotonique, neurotonique, cardiotonique++. ",https://massageboutik.com/fr/ambiance/272-huile-essentielle-aliksir-palmarosa.html,new,CAD$16.90,In Stock,https://massageboutik.com/634-large_default/huile-essentielle-aliksir-palmarosa.jpg,,,"
						Aliksir
					"
994,CryoDerm® - Analgésique froid thérapeutique à bille,"Analgésique froid thérapeutique à bille,
,Action rapide, analgésique à forte pénétration,
,Pour un soulagement temporaire des douleurs et maux reliés à l'arthrite, aux maux de dos simples, aux douleurs articulaires, à la tendinite, aux entorses musculaires, et aux foulures et ecchymoses.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/994-cryoderm-gel-analgesique-a-effet-froid.html,new,CAD$21.99,In Stock,https://massageboutik.com/4341-large_default/cryoderm-gel-analgesique-a-effet-froid.jpg,,,"
						Cryoderm
					"
1028,Bombe de Douche - Mieux Respirer,"Bombe de Douche - Mieux Respirer,
,Transformez votre routine de douche en une expérience d'aromathérapie.,
,Les bombes de douche (30 g) sont activées par la vapeur et imprègnent l'air des arômes calmants et relaxants des huiles essentielles pures.,
, ",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/1028-bombe-de-douche.html,new,CAD$9.99,In Stock,https://massageboutik.com/4588-large_default/bombe-de-douche.jpg,,,
942,Pantalon de Yoga - Motif Snowberry,"De la marque INNER FIRE.,
,Vêtements canadiens écologiques créés à partir de bouteilles d'eau recyclées! Fièrement fabriqué à Vancouver, au Canada.,
,Ensemble, nous créons une communauté mondiale de personnes positives, attentives et soucieuses de l'environnement.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/942-pantalon-de-yoga-motif-snowberry.html,new,CAD$40.00,In Stock,https://massageboutik.com/3959-large_default/pantalon-de-yoga-motif-snowberry.jpg,,,
874,Gamacide3 - Lingettes désinfectantes/nettoyantes multisurface & Contenant,"Nettoyant désinfectant multisurfaces ,GamaCide3.,
,Pot de lingettes pré-humidifiées. ,
,Gamacide3, est approuvé par Santé Canada comme étant efficace contre le SRAS-CoV-2, le virus qui cause le COVID-19.,
,Fièrement fabriqué au Canada ,Approuvé par Santé Canada,
",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/874-desinfectantnettoyant-multisurface-gamacide3.html,new,CAD$25.99,In Stock,https://massageboutik.com/3698-large_default/desinfectantnettoyant-multisurface-gamacide3.jpg,, Gamacide-FF-SW,
619,Encens en bâtons - Lavande - 20 bâtons,Boite de 20 bâtons d'encens fragrance Lavande.,https://massageboutik.com/fr/encens/619-encens-en-batons-lavande-20-batons.html,new,CAD$3.00,In Stock,https://massageboutik.com/2761-large_default/encens-en-batons-lavande-20-batons.jpg,,ENCENS-SAC-21,
836,Dr. Thym - Désinfectant 100% naturel fabriqué au Québec,"DR Thym™ est un mélange actif à base d’huile essentielle 100% naturel et est le seul désinfectant ,approuvé par Santé Canada,.,
,Fabriqué au Québec.",https://massageboutik.com/fr/hygiene-et-prevention/836-dr-thym-desinfectant-et-germicide.html,new,CAD$19.99,In Stock,https://massageboutik.com/3369-large_default/dr-thym-desinfectant-et-germicide.jpg,,,
502,Affiche massage aux coquillages - Mains,Une belle affiche pour faire la promotion du massage aux coquillages dans votre clinique.,https://massageboutik.com/fr/divers/502-affiche-massage-aux-coquillages-mains.html,new,CAD$9.99,In Stock,https://massageboutik.com/2414-large_default/affiche-massage-aux-coquillages-mains.jpg,,PSTR-COQ-3,
643,Encens en bâtons Vampire blood - 15 grams,Boite de 15g bâtons d'encens fragrance Vampire Blood. Une fragrance sucrée très appréciée de nos clients.,https://massageboutik.com/fr/encens/643-encens-en-batons-vampire-blood-15-grams.html,new,CAD$3.00,In Stock,https://massageboutik.com/2816-large_default/encens-en-batons-vampire-blood-15-grams.jpg,,ENCENS-12,
724,Crème de massage Spécifique Corps ThéraPure,Acheter Crème de massage Spécifique Corps ThéraPure de Massage Boutik,https://massageboutik.com/fr/produits-de-massage/724-creme-de-massage-corps-therapure.html,new,CAD$21.00,In Stock,https://massageboutik.com/3011-large_default/creme-de-massage-corps-therapure.jpg,,,"
						BioOrigin
					"
271,Huile Essentielle - Orange douce zeste (Citrus sinensis),"Calmante, sédative++, anti-inflammatoire+, anticoagulante, fluidifiante+, tonique amère (à faible dose)++.",https://massageboutik.com/fr/ambiance/271-huile-essentielle-aliksir-orange-zeste.html,new,CAD$8.50,In Stock,https://massageboutik.com/633-large_default/huile-essentielle-aliksir-orange-zeste.jpg,, ,"
						Aliksir
					"
472,Bac à hydrocollator + 4 hydrocollator 10x12,"Bac pour chauffer les coussins chauffants hydrocollator.,
,Peut loger jusqu'à 4 hydrocollator standard ou 2 standard et 2 cervicaux.,
,INCLUS :, 4 hydrocollators standard de 10x12",https://massageboutik.com/fr/equipements-de-massage/472-bac-a-hydrocollator-4-hydrocollator-10x12.html,new,CAD$525.00,In Stock,https://massageboutik.com/2449-large_default/bac-a-hydrocollator-4-hydrocollator-10x12.jpg,,CH2102,
941,Pantalon de Yoga - Motif 'Sacred Elephant',"De la marque INNER FIRE.,
,Vêtements canadiens écologiques créés à partir de bouteilles d'eau recyclées! Fièrement fabriqué à Vancouver, au Canada.,
,Ensemble, nous créons une communauté mondiale de personnes positives, attentives et soucieuses de l'environnement.,
,
",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/941-pantalon-de-yoga.html,new,CAD$40.00,In Stock,https://massageboutik.com/3948-large_default/pantalon-de-yoga.jpg,,,
876,Ensemble Cadeau - Savon lave Fruits & Légumes/gant à four/brosse,"Ensemble cadeau à offrir ou garder pour soi! ,
,Vous ne voudrez plus vous en passer pour refaire une beauté à vos fruits et légumes. Joliment glissé dans un gant à four et d'une brosse souple.,
,Savon fabriqué à la main au Québec.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/876-ensemble-cadeau-savon-lave-fruits-legumesgant-a-fourbrosse.html,new,CAD$14.99,In Stock,https://massageboutik.com/3626-large_default/ensemble-cadeau-savon-lave-fruits-legumesgant-a-fourbrosse.jpg,,,"
						Aurélie Savonnerie artisanale
					"
852,Tablier long,"Ce tablier vous sera pratique lors de vos soins. ,
,Facile d'entretien, 100% coton. ",https://massageboutik.com/fr/vetements-d-interieur/852-tablier-long.html,new,CAD$20.00,In Stock,https://massageboutik.com/3482-large_default/tablier-long.jpg,,90148,"
						Carolyn Design
					"
863,Balles de Massage de Sel & Bol chauffant,"La lampe au sel de l'Himalaya avec 6 boules de massage émet une chaleur faible et constante, réchauffant les boules pour des massages relaxants. ",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/863-lampe-de-sel-avec-balles-de-massages.html,new,CAD$59.99,In Stock,https://massageboutik.com/3531-large_default/lampe-de-sel-avec-balles-de-massages.jpg,,503806,
723,Crème de massage Visage ThéraPure,"Crème de massage Visage ThéraPure,
,Cette crème de massage pour le visage est composée d’ingrédients naturels de qualité supérieure tels que l’huile de jojoba et l’huile de noix de coco fractionnée.",https://massageboutik.com/fr/produits-de-massage/723-creme-de-massage-visage-therapure.html,new,CAD$21.00,In Stock,https://massageboutik.com/4036-large_default/creme-de-massage-visage-therapure.jpg,,,"
						BioOrigin
					"
1018,Couvre-Poitrine en Tricot de Coton,"Couvre-poitrine en Tricot de Coton ,
,Fabriqué pour assurer une intimité à vos clients lors d'un massage. ",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/1018-couvre-poitrine-en-tricot-de-coton.html,new,CAD$7.99,In Stock,https://massageboutik.com/4532-large_default/couvre-poitrine-en-tricot-de-coton.jpg,,,"
						Allez Housses
					"
691,Huile végétal de Ricin (Ricinus communis),"Huile végétal de Ricin (Ricinus communis,
,L’huile de ricin est connue pour ses utilisations depuis des lustres. Déjà, Cléopâtre l’utilisait comme démaquillant.,
,Avec 86% d’acide ricinoléique, elle produit des résultats remarquables.",https://massageboutik.com/fr/huiles-de-massage/691-huile-vegetale-de-ricin-bio.html,new,CAD$14.72,In Stock,https://massageboutik.com/4488-large_default/huile-vegetale-de-ricin-bio.jpg,,,"
						Aliksir
					"
680,Réchaud Pierres Chaudes - 18 litres,"Réchaud Pierres Chaudes,
,Ce réchaud pour pierres chaudes est conçu spécialement pour chauffer les pierres de massage.,
,Comme il s'agit d'un appareil professionnel de chauffage des pierres chaudes, il est parfait pour être utilisé lors des traitements de spa du corps entier.",https://massageboutik.com/fr/pierres-de-massage/680-rechaud-pierres-chaudes-18-litres.html,new,CAD$154.99,In Stock,https://massageboutik.com/2945-large_default/rechaud-pierres-chaudes-18-litres.jpg,,RECHAUD18,
678,Taie Triangle Oakworks,Taie pour protéger votre coussin triangle (wedge) Oakworks,https://massageboutik.com/fr/taies-et-protege-traversins-pour-massage/678-taie-triangle-oakworks.html,new,CAD$19.99,In Stock,https://massageboutik.com/2940-large_default/taie-triangle-oakworks.jpg,,AH777TTO-XXX,
642,Bouteille en verre avec bille d'application,Acheter Bouteille en verre avec bille d'application de Massage Boutik,https://massageboutik.com/fr/bouteilles-pompes-et-ceintures/642-bouteille-en-verre-avec-bille-d-application.html,new,CAD$4.99,In Stock,https://massageboutik.com/4490-large_default/bouteille-en-verre-avec-bille-d-application.jpg,,BOUT RO 10,
628,DVD Massage des Tissus Profonds du Dos Vol. 1,"Massage des tissus profonds et relâchement myofascial,
,
,Développez vos compétences en techniques pour le do,s,
",https://massageboutik.com/fr/livres-chartes-et-reflexologie/628-dvd-massage-des-tissus-profonds-du-dos-vol-1.html,new,CAD$39.99,In Stock,https://massageboutik.com/2778-large_default/dvd-massage-des-tissus-profonds-du-dos-vol-1.jpg,,DVD-DT,
993,Poudre de cacao pour bain & enveloppement au chocolat,"Poudre fine de cacao pour faire des bains et des enveloppements de chocolat. ,
",https://massageboutik.com/fr/soins-de-corps/993-gel-de-cafe-enveloppement-sans-rincage.html,new,CAD$52.00,In Stock,https://massageboutik.com/4334-large_default/gel-de-cafe-enveloppement-sans-rincage.jpg,,222XX,"
						ORE
					"
500,Recharge et activateur pour coquillage chaud Chaleur Profonde - Caisse,Recharge et activateur pour faire chauffer le coquillage et la pierre de massage.,https://massageboutik.com/fr/coquillages-de-massage/500-recharge-et-activateur-chaleur-profonde-caisse.html,new,CAD$119.99,In Stock,https://massageboutik.com/2544-large_default/recharge-et-activateur-chaleur-profonde-caisse.jpg,,PSM-LC-DH36,"
						LavaShell
					"
594,Drap housse/contour - Flanelle de coton,Drap contour fait de flanelle 100% coton de qualité supérieure.,https://massageboutik.com/fr/draps-et-ensemble-de-draps-de-massage/594-drap-houssecontour-flanelle-de-coton.html,new,CAD$20.99,In Stock,https://massageboutik.com/2669-large_default/drap-houssecontour-flanelle-de-coton.jpg,,AH600EXXXX-FX,"
						Allez Housses
					"
270,Huile essentielle Aliksir Mandarine Verte,"Modératrice du système nerveux central, sympaticolytique (diminue la sensibilité), relaxante, sédative, hypnotique légère+++, antispasmodique légère+, tonique digestive, eupeptique, cholagogue, antiseptique+, antifongique+.",https://massageboutik.com/fr/ambiance/270-huile-essentielle-aliksir-mandarine-verte.html,new,CAD$22.33,In Stock,https://massageboutik.com/632-large_default/huile-essentielle-aliksir-mandarine-verte.jpg,, ,"
						Aliksir
					"
899,CryoDerm® - Lotion Analgésique Réchauffante,"Lotion Analgésique Réchauffante,
,La lotion analgésique réchauffante de CryoDerm® fournit une chaleur à action rapide et à pénétration profonde pour soulager les entorses et les foulures musculaires, les muscles raides et douloureux, les bursites et les tendinites, l'arthrite et les douleurs articulaires.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/899-cryoderm-lotion.html,new,CAD$67.99,In Stock,https://massageboutik.com/3729-large_default/cryoderm-lotion.jpg,,HGL16,"
						Cryoderm
					"
240,Complexe Diffuseur Respir,Synergie d’huiles essentielles qui aide à dégager les voies respiratoires.,https://massageboutik.com/fr/ambiance/240-complexe-diffuseur-respir.html,new,CAD$20.46,In Stock,https://massageboutik.com/582-large_default/complexe-diffuseur-respir.jpg,,CD-RE-XX,"
						Aliksir
					"
931,Yoga Tune Up® - 2 Balles Alpha dans un sac en filet,"Duo de balles Alpha dans un pratique sac en filet.,
,La balle ,ALPHA, ,a un diamètre de 3,5 pouces, ce qui lui confère une très grande et excellente adhérence.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/931-yoga-tune-up-balle-alpha.html,new,CAD$37.99,In Stock,https://massageboutik.com/3869-large_default/yoga-tune-up-balle-alpha.jpg,,YB-A2,"
						Yoga Tune Up
					"
150,"Gel de massage ""Advanced Therapy""","Un choix idéal pour ceux qui veulent une texture d'huile plus légère.,
,S'étalant sans effort sur la peau, ce gel à base d'huile de pépin de raisin présente l'une des textures les plus légères et les plus agréables que vous puissiez trouver.,
",https://massageboutik.com/fr/produits-de-massage/150-gel-de-massage-advanced-therapy.html,new,CAD$21.24,In Stock,https://massageboutik.com/408-large_default/gel-de-massage-advanced-therapy.jpg,,ATGXXX,"
						Biotone
					"
875,Ensemble Cadeau - Savon du cuisinier/gant de four/brosse,"Vous allez adorer cet ensemble cadeau parfait à offrir pour celui ou celle qui aime cuisiner!,
,Notre savon du cuisinier enlève les odeurs d'oignons, d'ail, de poissons ou autres de vos mains mais aussi de la planche à découper en bois.,
,Savon fabriqué à la main au Québec.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/875-ensemble-cadeau-savon-du-cuisinier.html,new,CAD$14.99,In Stock,https://massageboutik.com/3618-large_default/ensemble-cadeau-savon-du-cuisinier.jpg,,,"
						Aurélie Savonnerie artisanale
					"
658,Ensemble 3 morceaux Polar Bouclé Ivoire,Ensemble de draps 3 morceaux fait de polar bouclé 100% polyester.,https://massageboutik.com/fr/literie-de-massage/658-ensemble-3-morceaux-polar-boucle-ivoire.html,new,CAD$64.99,In Stock,https://massageboutik.com/2879-large_default/ensemble-3-morceaux-polar-boucle-ivoire.jpg,,,"
						Allez Housses
					"
895,"Gel de massage ""True Balance""  de Biotone","Le gel de massage True Balance offre une glisse idéale, des nutriments bénéfiques pour la peau et une grande polyvalence. ,
,La glisse légère et satinée offre un fini lisse. Doux, non parfumé et durable, avec un ,lavage sans souci pour un nettoyage facile,.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/895-gel-de-massage-true-balance-de-biotone.html,new,CAD$28.99,In Stock,https://massageboutik.com/3714-large_default/gel-de-massage-true-balance-de-biotone.jpg,,TBG-,"
						Biotone
					"
838,Lingettes sèches - Réutilisables & recyclables - 150 unités,Acheter Lingettes sèches - Réutilisables & recyclables - 150 unités de Massage Boutik,https://massageboutik.com/fr/home/838-lingettes-seches-reutilisables-recyclables-150-uni.html,new,CAD$8.99,In Stock,https://massageboutik.com/3372-large_default/lingettes-seches-reutilisables-recyclables-150-uni.jpg,,DW-150,
823,Housse protectrice Anti-bactérienne NOMAD,Acheter Housse protectrice Anti-bactérienne NOMAD de Massage Boutik,https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/823-housse-de-protection-de-table-anti-bacterienne-nomad.html,new,CAD$130.00,In Stock,https://massageboutik.com/3328-large_default/housse-de-protection-de-table-anti-bacterienne-nomad.jpg,,HOUSSE,"
						Nomad
					"
752,Exfoliant/gommage aux canneberges,"La canneberge est de plus en plus populaire comme ingrédients cosmétiques, tant grâce à son puissant pouvoir anti-oxydant et ses propriétés anti-microbiennes qu’à la forte coloration de sa formule. Les anti-oxydants dégagent les radicaux libres du corps qui créent les dommages génétiques de l’âge. Nous avons découvert que la canneberge est la source la plus riche en phénols antioxydants.",https://massageboutik.com/fr/soins-de-corps/752-exfoliantgommage-aux-canneberges.html,new,CAD$31.00,In Stock,https://massageboutik.com/3075-large_default/exfoliantgommage-aux-canneberges.jpg,,775XXX,"
						ORE
					"
737,Taies coussin de repos pour les yeux - 6 petites,6 taies pour le coussin à déposer sur les yeux du client pour augmenter sa détente.,https://massageboutik.com/fr/traversins-et-coussins-de-massage/737-taies-coussin-de-repos-pour-les-yeux-6.html,new,CAD$10.99,In Stock,https://massageboutik.com/3029-large_default/taies-coussin-de-repos-pour-les-yeux-6.jpg,,,"
						Allez Housses
					"
690,Huile végétale - Jojoba (Simmondsia chinensis),"Huile végétale - Jojoba (Simmondsia chinensis),
,L'huile de Jojoba est celle qui se rapproche le plus du sébum sécrété naturellement par nos glandes.  ,
,Sa faculté de pénétration est extraordinaire. ,
,C'est un parfait vecteur pour l'aromathérapie.",https://massageboutik.com/fr/huiles-de-massage/690-huile-vegetale-de-jojoba-bio.html,new,CAD$29.00,In Stock,https://massageboutik.com/4559-large_default/huile-vegetale-de-jojoba-bio.jpg,,,"
						Aliksir
					"
641,Bouteille 25ml / 1oz avec bouchon,Bouteille 25ml / 1oz avec bouchon. Idéal pour faire des échantillons à vos clients.,https://massageboutik.com/fr/bouteilles-pompes-et-ceintures/641-bouteille-25ml-1oz-avec-bouchon.html,new,CAD$1.25,In Stock,https://massageboutik.com/2813-large_default/bouteille-25ml-1oz-avec-bouchon.jpg,,BOUT-25ML,
627,DVD Massage des Tissus Profonds Membres Inférieurs,"Massage des tissus profonds et relâchement myofascial,
,
,Développez vos compétences en techniques pour les membres inférieurs,
,-Fessiers,
,-Ischio-jambiers,
,-Mollets",https://massageboutik.com/fr/livres-chartes-et-reflexologie/627-dvd-massage-des-tissus-profonds-membres-inferieurs.html,new,CAD$39.99,In Stock,https://massageboutik.com/2779-large_default/dvd-massage-des-tissus-profonds-membres-inferieurs.jpg,,DVD-MI,
950,Eau Thérapeutique de la Mer Morte,Acheter Eau Thérapeutique de la Mer Morte de Massage Boutik,https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/950-eau-therapeutique-de-la-mer-morte.html,new,CAD$18.00,In Stock,https://massageboutik.com/3977-large_default/eau-therapeutique-de-la-mer-morte.jpg,,,"
						ORE
					"
332,Paréo de ratine pour homme,"Paréo de ratine pour homme,
,Paréo court épais et absorbant en ratine de qualité supérieure.",https://massageboutik.com/fr/vetements-d-interieur/332-pareo-de-ratine-pour-homme.html,new,CAD$22.99,In Stock,https://massageboutik.com/2467-large_default/pareo-de-ratine-pour-homme.jpg,, ,"
						Allez Housses
					"
327,"Recharge pour coquillage chaud ""Body Level"" 1.0 - Thermabliss / LavaShell","Recharge pour le corps ""Body Level"" 1.0,
,Cette technologie révolutionnaire utilise un mélange puissant de magnésium, de fer et de sel qui s'active simplement avec l'eau.,
,La magie se trouve dans les minéraux!",https://massageboutik.com/fr/coquillages-de-massage/327-recharge-et-activateur-confort-porcelaine-unite.html,new,CAD$3.99,In Stock,https://massageboutik.com/4167-large_default/recharge-et-activateur-confort-porcelaine-unite.jpg,, ,"
						LavaShell
					"
253,Pierre de massage en S,"Pierre de massage en basalte poli mécaniquement. En forme de ''S'', parfait pour atteindre des muscles profonds et faire des points de pression.",https://massageboutik.com/fr/pierres-de-massage/253-pierre-de-massage-en-s.html,new,CAD$9.99,In Stock,https://massageboutik.com/605-large_default/pierre-de-massage-en-s.jpg,,STONE-S,
851,Haut d'uniforme - modèle Cache-Coeur,"Ayez une allure professionnelle et élégante en tout temps avec ce haut d'uniforme cache-cœur! ,
,Grandeur XS à 2XL en noir. ",https://massageboutik.com/fr/vetements-d-interieur/851-haut-d-uniforme-modele-cache-coeur.html,new,CAD$95.00,In Stock,https://massageboutik.com/3477-large_default/haut-d-uniforme-modele-cache-coeur.jpg,,71949,"
						Carolyn Design
					"
316,Table Nomad Spa à dossier,"Table luxueuse et de finition raffinée spécialement conçue pour usage esthétique et massage.,
,Toutes les tables Nomad sont couvertes par une garantie à vie Limitée!",https://massageboutik.com/fr/equipements-de-massage/316-table-nomad-spa.html,new,CAD$917.00,In Stock,https://massageboutik.com/715-large_default/table-nomad-spa.jpg,,,"
						Nomad
					"
247,Huile Essentielle Biologique Cèdre d'Atlas,"Huile Essentielle Biologique Cèdre d'Atlas,
,Le cèdre est un conifère du Moyen-Orient et de l'Himalaya, acclimaté en Europe.",https://massageboutik.com/fr/ambiance/247-huile-essentielle-aliksir-cedre-d-atlas.html,new,CAD$14.84,In Stock,https://massageboutik.com/592-large_default/huile-essentielle-aliksir-cedre-d-atlas.jpg,, ,"
						Aliksir
					"
224,Charte anatomique Le Système Nerveux,Charte anatomique plastifiée de 20x26 pouces.,https://massageboutik.com/fr/livres-chartes-et-reflexologie/224-charte-anatomique-le-systeme-nerveux.html,new,CAD$30.99,In Stock,https://massageboutik.com/2849-large_default/charte-anatomique-le-systeme-nerveux.jpg,,VR2620L,
210,Couverture de Polar,"Couverture de polar douce et chaude.,
,Facile d'entretient, ne feras pas de mousse au lavage.",https://massageboutik.com/fr/literie-de-massage/210-couverture-de-polar.html,new,CAD$34.99,In Stock,https://massageboutik.com/515-large_default/couverture-de-polar.jpg,,AH810-PSX,"
						Allez Housses
					"
202,Argile foncée détoxifiante,"Argile foncée détoxifiante ,
,Notre argile canadienne 100% pure et naturelle regorge de minéraux essentiels qui contribuent à maintenir une peau saine.,
,Elle capte les impuretés, les huiles et l’eau. Elle nettoie la peau en profondeur et la débarrasse de ses impuretés. L’argile foncée a aussi des propriétés anti-bactériennes. ",https://massageboutik.com/fr/soins-de-corps/202-argile-foncee-detoxifiante.html,new,CAD$22.95,In Stock,https://massageboutik.com/4003-large_default/argile-foncee-detoxifiante.jpg,,,"
						BioOrigin
					"
179,Baume de massage Orthorub,Baume de massage pour douleurs articulaires.,https://massageboutik.com/fr/baumes-et-cremes-therapeutiques-de-massage/179-baume-de-massage-orthorub.html,new,CAD$18.95,In Stock,https://massageboutik.com/3078-large_default/baume-de-massage-orthorub.jpg,,RUBXXX,"
						Clinique Lafontaine
					"
159,"Huile de massage ""Herbal Select Body Therapy"" - Biotone",Vous aimerez la texture soyeuse de ce mélange d’huiles végétales sélectionnées pour leur finesse et leur facilité d’absorption.,https://massageboutik.com/fr/produits-de-massage/159-huile-de-massage-herbal-select-body-therapy.html,new,CAD$28.99,In Stock,https://massageboutik.com/432-large_default/huile-de-massage-herbal-select-body-therapy.jpg,,HSBO,"
						Biotone
					"
168,"Exfoliant marin ""Pedi-Scrub"" - 75oz de Biotone","Acheter Exfoliant marin ""Pedi-Scrub"" - 75oz de Biotone de Massage Boutik",https://massageboutik.com/fr/soins-de-corps/168-exfoliant-marin-pedi-scrub.html,new,CAD$115.99,In Stock,https://massageboutik.com/3979-large_default/exfoliant-marin-pedi-scrub.jpg,,BSMTPS75Z,"
						Biotone
					"
112,"Crème Karité, Miel et Propolis","Une belle douceur de la ruche idéale pour la période hivernale, la peau sèche ou délicate.",https://massageboutik.com/fr/produits-de-massage/112-creme-karite-miel-et-propolis.html,new,CAD$24.99,In Stock,https://massageboutik.com/300-large_default/creme-karite-miel-et-propolis.jpg,,CREXXXKAR,"
						Les Soins Corporels l'Herbier
					"
884,Ensemble Cadeau - Trio soin des pieds royal!,"Traitez vos pieds royalement avec ce trio cadeau!,
,il comprend :,
,
,une poudre de trempage pour adoucir les callosités et préparer la peau pour la suite,
,un beurre de karité fouetté onctueux,
,une paire de pantoufles douces Allez Housses,
,
,Fabriqué à la main au Québec, ",https://massageboutik.com/fr/divers/884-ensemble-cadeau-savon-de-bleuet-au-lait-de-brebis.html,new,CAD$24.99,In Stock,https://massageboutik.com/3662-large_default/ensemble-cadeau-savon-de-bleuet-au-lait-de-brebis.jpg,,,"
						Aurélie Savonnerie artisanale
					"
877,Yoga Tune Up® - Balle Originale (2),Acheter Yoga Tune Up® - Balle Originale (2) de Massage Boutik,https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/877-balles-pour-yoga-tune-up-original.html,new,CAD$18.99,In Stock,https://massageboutik.com/4103-large_default/balles-pour-yoga-tune-up-original.jpg,, YB-1,"
						Yoga Tune Up
					"
1026,Protège-Doigt en Latex - 20 unités,"Protège-Doigt en Latex - 20 unités,
,Protège-doigts jetables en latex pour une protection à long terme.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/1026-protege-doigt-en-latex.html,new,CAD$2.00,In Stock,https://massageboutik.com/4581-large_default/protege-doigt-en-latex.jpg,,PR-DOIGT-20,
232,Complexe Diffuseur Délice d'Hiver,Acheter Complexe Diffuseur Délice d'Hiver de Massage Boutik,https://massageboutik.com/fr/ambiance/232-complexe-diffuseur-delice-d-hiver.html,new,CAD$14.75,In Stock,https://massageboutik.com/574-large_default/complexe-diffuseur-delice-d-hiver.jpg,, ,"
						Aliksir
					"
860,Chèques-Cadeaux,"Chèque cadeau à offrir. Idéal pour souligner une occasion spéciale. ,
,Écrit dans les deux langues (français/anglais).,
,Frais de port supplémentaires 2.50 $",https://massageboutik.com/fr/divers/860-cheque-cadeau.html,new,CAD$0.50,In Stock,https://massageboutik.com/3518-large_default/cheque-cadeau.jpg,,Chèques-Cadeaux,
873,Eco-fin - Alternative à la paraffine régulière - 100% naturelle et végétale,"Alternative à la paraffine régulière  ,
, 100% naturelle et végétale,
,Cette alternative naturelle et végétale à la paraffine peut être utilisée pour la manucure et les soins corporels.,
,Naturel, pas de paraffine, de pétrole, de parfums synthétiques ou de colorants.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/873-eco-fin-cire-de-paraffine.html,new,CAD$48.99,In Stock,https://massageboutik.com/3601-large_default/eco-fin-cire-de-paraffine.jpg,,,
700,Exfoliant Gel Sans Rinçage Grenade & Agrumes,Ce gommage affine le grain de la peau pour qu’elle soit fraîche et nette.,https://massageboutik.com/fr/soins-de-corps/700-exfoliant-gel-sans-rincage-gredane-agrumes.html,new,CAD$9.99,In Stock,https://massageboutik.com/2976-large_default/exfoliant-gel-sans-rincage-gredane-agrumes.jpg,,ASA-033X,
185,Gel de Massage 100% Naturel - Neutre,"Gel de Massage 100% Naturel - Neutre,
,Une base d’huiles naturelles ultra-sensorielles à laquelle nous avons ajouté des beurres de karité et de mangue pour nourrir et hydrater la peau.,
,Ce gel de massage 100% naturel, sans produits chimiques, procure un bel effet de glisse et nourrissant pour la peau.",https://massageboutik.com/fr/produits-de-massage/185-gel-de-massage-100-naturel-neutre.html,new,CAD$19.95,In Stock,https://massageboutik.com/4023-large_default/gel-de-massage-100-naturel-neutre.jpg,,10-6XX,"
						BioOrigin
					"
824,Masque de Procédure Médicale jetables,"Masque jetables médicaux de grade 1.,
,Vous pouvez vous procurez ces masques jetables de procédures 3 épaisseurs en deux formats : ,
,Conforme aux recommandations pour les mesures de contrôle contre la Covid-19,
,PROMOTION, ,
,Pour une durée limitée, 50% de rabais sur les boites de masques!,
",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/824-masques-de-procedure-chirurgicaux-grade-medical-50-unites.html,new,CAD$5.00,In Stock,https://massageboutik.com/3875-large_default/masques-de-procedure-chirurgicaux-grade-medical-50-unites.jpg,,,
