identifiant,titre,description,lien,état,prix,disponibilité,lien image,gtin,référence fabricant,marque
656,Ensemble draps 3 morceaux - Tricot de Coton Marine,"Ensemble de 3 morceaux en tricot 100% Coton doux et extensible.,
,Fièrement fabriqué avec du tissus Québécois dans nos locaux du Québec!",https://massageboutik.com/fr/literie-de-massage/656-ensemble-3-morceaux-tricot-de-coton-marine.html,new,CAD$64.99,In Stock,https://massageboutik.com/2872-large_default/ensemble-3-morceaux-tricot-de-coton-marine.jpg,,,"
						Allez Housses
					"
446,Encens en bâtons Amour - 20 bâtons,Boite de 20 bâtons d'encens fragrance Amour.,https://massageboutik.com/fr/encens/446-encens-en-batons-amour-20-batons.html,new,CAD$3.00,In Stock,https://massageboutik.com/2455-large_default/encens-en-batons-amour-20-batons.jpg,,ENCENS-SAC-24,
559,Carte Cadeau 25$,Le cadeau idéal pour tous les gens sur votre liste!,https://massageboutik.com/fr/home/559-carte-cadeau.html,new,CAD$25.00,In Stock,https://massageboutik.com/2553-large_default/carte-cadeau.jpg,,,
853,Ensemble Cadeau - savon pour Fruits & Légumes,Un bel emballage cadeau incluant une planchette ainsi qu'un savon pour laver vos fruits et légumes. ,https://massageboutik.com/fr/home/853-ensemble-cadeau-savon-lave-fruits-loffrez.html,new,CAD$12.99,In Stock,https://massageboutik.com/3499-large_default/ensemble-cadeau-savon-lave-fruits-loffrez.jpg,,,"
						Aurélie Savonnerie artisanale
					"
556,Carrés de tissus 6x6 pouces - 25 unités,"Idéal comme lingette, démaquillant, mouchoir, pour appliquer les huiles essentielles…, etc.,
,FABRIQUÉ AVEC FIERTÉ AU QUÉBEC PAR ALLEZHOUSSES! ,
,
,
,
",https://massageboutik.com/fr/accessoires-de-soins-de-corps/556-carres-de-tissus-6x6-25-unites.html,new,CAD$1.99,In Stock,https://massageboutik.com/2546-large_default/carres-de-tissus-6x6-25-unites.jpg,,,"
						Allez Housses
					"
397,Tabouret rond en bois Nomad,Tabouret de bois ajustable en hauteur fabriqué au Québec.,https://massageboutik.com/fr/equipements-de-massage/397-tabouret-rond-en-bois-nomad.html,new,CAD$173.00,In Stock,https://massageboutik.com/961-large_default/tabouret-rond-en-bois-nomad.jpg,,3696-XXXX,"
						Nomad
					"
407,Coussin de corps en billes de polystyrène - 8x60,"Coussin de corps pour installer confortablement vos clients sur le côté.,
,Taie non incluse.",https://massageboutik.com/fr/traversins-et-coussins-de-massage/407-coussin-de-corps-en-billes-de-polystyrene-8x60.html,new,CAD$99.99,In Stock,https://massageboutik.com/1006-large_default/coussin-de-corps-en-billes-de-polystyrene-8x60.jpg,,AH778GP860,"
						Allez Housses
					"
817,Paire de taies en vinyle imperméable - Traversin 6x12,"Gardez vos clients confortables et en sécurité avec ces taies faites de vinyle imperméable. ,
",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/817-paire-de-taies-en-vinyle-impermeable-traversin-6x12.html,new,CAD$19.99,In Stock,https://massageboutik.com/3299-large_default/paire-de-taies-en-vinyle-impermeable-traversin-6x12.jpg,,AH777S612-IMPER,"
						Allez Housses
					"
50,Biogel - Crémeux et onctueux (crème de massage),"Notre crème de massage neutre est recommandée pour le massage spécifique ou global, vous offrant une texture crémeuse, douce et onctueuse.",https://massageboutik.com/fr/produits-de-massage/50-biogel-cremeux-et-onctueux-creme-de-massage.html,new,CAD$9.89,In Stock,https://massageboutik.com/3805-large_default/biogel-cremeux-et-onctueux-creme-de-massage.jpg,,,"
						Les Soins Corporels l'Herbier
					"
393,Taie pour coussin épaules 6x9 - Paire,Paire de taies de tricot de coton pour recouvrir vos petits oreiller ou vos coussins pour les épaules.,https://massageboutik.com/fr/equipements-de-massage/393-taie-pour-coussin-epaules-6x9.html,new,CAD$9.99,In Stock,https://massageboutik.com/950-large_default/taie-pour-coussin-epaules-6x9.jpg,,AH777OE-TCX,"
						Allez Housses
					"
390,Taie pour traversin 6x12 (paquet de 2),Paire de taies pour recouvrir et protéger vos traversin de 6''x12''.,https://massageboutik.com/fr/equipements-de-massage/390-taie-pour-traversin-6x12-paquet-de-2.html,new,CAD$14.99,In Stock,https://massageboutik.com/947-large_default/taie-pour-traversin-6x12-paquet-de-2.jpg,,AH777S612-TCX,"
						Allez Housses
					"
380,Bas de pressothérapie - Tricot de coton,"Bas de pressothérapie ,
,Bas de tricot de coton pour mettre sous les bottes de pressothérapie.",https://massageboutik.com/fr/soins-de-corps/380-bas-de-pressotherapie-tricot-de-coton.html,new,CAD$14.99,In Stock,https://massageboutik.com/925-large_default/bas-de-pressotherapie-tricot-de-coton.jpg,,,"
						Allez Housses
					"
375,Coussin d'installation Femme Enceinte - Body Cushion,Le coussin d'installation ORIGINAL pour les femmes enceintes.,https://massageboutik.com/fr/coussins-de-massage-pour-femme-enceinte/375-coussin-d-installation-femme-enceinte-body-cushion.html,new,CAD$699.99,In Stock,https://massageboutik.com/913-large_default/coussin-d-installation-femme-enceinte-body-cushion.jpg,,BC450-2,
374,Coussin d'installation Femme Enceinte,Coussin pour installer confortablement la femme enceinte sur le ventre.,https://massageboutik.com/fr/equipements-de-massage/374-coussin-d-installation-femme-enceinte.html,new,CAD$299.99,In Stock,https://massageboutik.com/4524-large_default/coussin-d-installation-femme-enceinte.jpg,,,
359,Traversin vinyle 1/2 lune,Traversin de vinyle en forme de 1/2 lune.,https://massageboutik.com/fr/traversins-et-coussins-de-massage/359-traversin-vinyle-12-lune.html,new,CAD$42.99,In Stock,https://massageboutik.com/888-large_default/traversin-vinyle-12-lune.jpg,,TRAV926DL-,
358,Mitaine/gant de ratine (court) - Paire,Mitaine de ratine absorbante idéale pour les soins visage et le démaquillage.,https://massageboutik.com/fr/accessoires-de-soins-de-corps/358-mitaine-de-ratine-courte-paire.html,new,CAD$9.99,In Stock,https://massageboutik.com/886-large_default/mitaine-de-ratine-courte-paire.jpg,,AH00MC-RX2,"
						Allez Housses
					"
357,Coussin appui-tête Mousse Visco-Élastique,Coussin appui-tête très confortable fabriqué en mousse mémoire à haute densité par Nomad.,https://massageboutik.com/fr/accessoires-de-table-de-massage/357-coussin-appui-tete-mousse-visco-elastique.html,new,CAD$146.00,In Stock,https://massageboutik.com/885-large_default/coussin-appui-tete-mousse-visco-elastique.jpg,,,"
						Nomad
					"
381,Housse pour appui-bras latéraux,Housse contour pour recouvrir vos appui-bras latéraux.,https://massageboutik.com/fr/literie-de-massage/381-housse-pour-appui-bras-lateraux.html,new,CAD$10.99,In Stock,https://massageboutik.com/926-large_default/housse-pour-appui-bras-lateraux.jpg,,AH700ABL-TCX,"
						Allez Housses
					"
356,Taie Oreiller Ergonomique,"Taie d'oreiller pour oreiller ergonomique,
,Fabriquées sur mesure, nos taies d'oreillers couvre à la perfection l'oreiller ergonomique de Viscoélastique (oreiller vague en mousse mémoire). ",https://massageboutik.com/fr/literie-de-massage/356-taies-oreiller-ergonomique-1-paire.html,new,CAD$16.99,In Stock,https://massageboutik.com/4505-large_default/taies-oreiller-ergonomique-1-paire.jpg,, ,"
						Allez Housses
					"
339,Le Révélateur de réflexologie des Pieds,Charte réflexologique des pieds sous forme roulette.,https://massageboutik.com/fr/divers/339-le-revelateur-de-reflexologie-des-pieds.html,new,CAD$24.99,In Stock,https://massageboutik.com/831-large_default/le-revelateur-de-reflexologie-des-pieds.jpg,,Revelpieds,
342,Drap jetable biodégradable,Drap jetable et biodégradable fait de coton recyclé.,https://massageboutik.com/fr/literie-de-massage/342-drap-jetable-biodegradable.html,new,CAD$24.99,In Stock,https://massageboutik.com/840-large_default/drap-jetable-biodegradable.jpg,,AH100DJ-XX,
336,Coussin appui-tête Mousse Mémoire,Coussin appui-tête pour table de traitement en mousse mémoire.,https://massageboutik.com/fr/equipements-de-massage/336-coussin-appui-tete-mousse-memoire.html,new,CAD$59.99,In Stock,https://massageboutik.com/816-large_default/coussin-appui-tete-mousse-memoire.jpg,,MB-101-XXX,
320,Paréo de polar bouclé pour femme,"Paréo de polar bouclé pour femme,
,Paréo long, doux et molletonné pour femme.",https://massageboutik.com/fr/vetements-d-interieur/320-pareo-de-polar-boucle-pour-femme.html,new,CAD$22.99,In Stock,https://massageboutik.com/769-large_default/pareo-de-polar-boucle-pour-femme.jpg,,,"
						Allez Housses
					"
317,Table Nomad Extrême de Luxe à dossier,"Table fixe robuste, ajustable en hauteur, résistante et très stable.,
,Spécialement conçue pour les professionnels de la santé.",https://massageboutik.com/fr/table-de-massage/317-table-nomad-extreme-de-luxe-a-dossier.html,new,"CAD$1,595.00",In Stock,https://massageboutik.com/2791-large_default/table-nomad-extreme-de-luxe-a-dossier.jpg,,,"
						Nomad
					"
309,Coquillage naturel,Coquillage naturel pour le massage aux coquillages chauds.,https://massageboutik.com/fr/coquillages-de-massage/309-coquillage-naturel.html,new,CAD$44.99,In Stock,https://massageboutik.com/702-large_default/coquillage-naturel.jpg,,PSM-LS1-N,"
						LavaShell
					"
314,Table Nomad ProFlex,"La table Pro-Flex offre un confort supérieur.,
,Une meilleure suspension réduit les points de pression corporels grâce à la construction de fond de table en canevas de nylon muni de courroies de nylon élastiques.,
,Ce type de fabrication est inspiré du procédé de construction de meubles haut de gamme qui ajoute grandement au confort des clients.",https://massageboutik.com/fr/equipements-de-massage/314-table-nomad-proflex.html,new,CAD$811.00,In Stock,https://massageboutik.com/713-large_default/table-nomad-proflex.jpg,,,"
						Nomad
					"
308,Housse de tabouret selle,Housse en tricot de coton extensible pour protéger votre tabouret.,https://massageboutik.com/fr/equipements-de-massage/308-housse-de-tabouret-selle.html,new,CAD$14.99,In Stock,https://massageboutik.com/700-large_default/housse-de-tabouret-selle.jpg,,AH700TS-TCX,"
						Allez Housses
					"
368,Ceinture porte-coquillage,Ceinture de nylon doublée de ratine noire. Idéale pour le massage aux coquillages.,https://massageboutik.com/fr/coquillages-de-massage/368-ceinture-porte-coquillage.html,new,CAD$24.99,In Stock,https://massageboutik.com/900-large_default/ceinture-porte-coquillage.jpg,,AH00CPQ-NOIR,"
						Allez Housses
					"
313,Table Nomad Pro,Acheter Table Nomad Pro de Massage Boutik,https://massageboutik.com/fr/equipements-de-massage/313-table-nomad-pro.html,new,CAD$717.00,In Stock,https://massageboutik.com/3992-large_default/table-nomad-pro.jpg,,,"
						Nomad
					"
307,Tabouret ergonomique en selle,Tabouret en selle de cheval qui vous assure une position la plus ergonomique qui soit.,https://massageboutik.com/fr/equipements-de-massage/307-tabouret-selle.html,new,CAD$129.99,In Stock,https://massageboutik.com/845-large_default/tabouret-selle.jpg,,SDL-STOOL-XXX,
298,Robe de chambre Capuchon - Homme,Acheter Robe de chambre Capuchon - Homme de Massage Boutik,https://massageboutik.com/fr/vetements-d-interieur/298-robe-de-chambre-capuchon.html,new,CAD$89.99,In Stock,https://massageboutik.com/755-large_default/robe-de-chambre-capuchon.jpg,,,"
						Allez Housses
					"
363,Ens. de 8 bambous pour le massage à l'huile,Ensemble complet pour le massage aux bambous.,https://massageboutik.com/fr/bambous-de-massage/363-ens-de-8-bambous-pour-le-massage-a-l-huile.html,new,CAD$189.99,In Stock,https://massageboutik.com/897-large_default/ens-de-8-bambous-pour-le-massage-a-l-huile.jpg,,1001-CF,"
						Bamboo Fusion
					"
295,Petit bas (Pichous),Petit bas de tricot de coton idéal pour porter sous les pantoufles réchauffantes ou par dessus les traitements hydratant des pieds.,https://massageboutik.com/fr/pantoufles-et-mules/295-petit-bas-pichous.html,new,CAD$4.99,In Stock,https://massageboutik.com/665-large_default/petit-bas-pichous.jpg,,MINIBASGRX-XXX,"
						Allez Housses
					"
296,Pantoufle avec Semelle Réchauffante,"Pantoufle avec Semelle Réchauffante,
,Pantoufle de polar à semelle de seigle style ''Sac magique'' qui tiennent les pieds de vos clients au chaud pendant tout votre traitement. ",https://massageboutik.com/fr/vetements-d-interieur/296-pantoufle-semelle-rechauffante.html,new,CAD$26.99,In Stock,https://massageboutik.com/2715-large_default/pantoufle-semelle-rechauffante.jpg,,,"
						Allez Housses
					"
318,Robe de chambre Kimono - Homme,"Robe de chambre Kimono - Homme,
,Peignoir unisexe doux et moelleux avec encolure droite et manches 3/4. La robe de chambre est conçue pour tomber juste en dessous du genou.  ",https://massageboutik.com/fr/vetements-d-interieur/318-robe-de-chambre-kimono.html,new,CAD$79.99,In Stock,https://massageboutik.com/3158-large_default/robe-de-chambre-kimono.jpg,,,"
						Allez Housses
					"
214,Traversin sarrasin rond 7x12 - Paire,Traversin rond 7x12 remplis d'écales de sarrasin.,https://massageboutik.com/fr/equipements-de-massage/214-traversin-sarrasin-rond-7x12-paire.html,new,CAD$28.99,In Stock,https://massageboutik.com/539-large_default/traversin-sarrasin-rond-7x12-paire.jpg,,AH778S712,"
						Allez Housses
					"
226,Coussin Chauffant Humide - Theratherm,"Coussin Chauffant Humide - Theratherm,
,Idéal pour le dos, le cou ou tout autre endroit douloureux.,
,Ce coussin chauffant procure une chaleur humide et les bienfaits de celle-ci.,
",https://massageboutik.com/fr/accessoires-therapeutiques-pour-massage/226-coussin-chauffant-theratherm.html,new,CAD$119.99,In Stock,https://massageboutik.com/4243-large_default/coussin-chauffant-theratherm.jpg,, ,
211,Traversin sarrasin rond 4x12,Traversin rond de 4x12 remplis d'écales de sarrasin,https://massageboutik.com/fr/equipements-de-massage/211-traversin-sarrasin-rond-4x12-.html,new,CAD$13.99,In Stock,https://massageboutik.com/527-large_default/traversin-sarrasin-rond-4x12-.jpg,,AH778S412,"
						Allez Housses
					"
203,Ensemble 3 morceaux Flanelle,"Ensemble 3 morceaux 100% Coton flanelle.,
,Fièrement fabriqué au Québec par Allez Housses!",https://massageboutik.com/fr/literie-de-massage/203-ensemble-3-morceaux-flanelle.html,new,CAD$44.99,In Stock,https://massageboutik.com/498-large_default/ensemble-3-morceaux-flanelle.jpg,,,"
						Allez Housses
					"
294,Housses 7 morceaux pour chaise de massage,"Housse en coton extensible qui moule parfaitement toutes les pièces de votre chaise de massage. Parfaite pour protéger votre chaise et ajouter du confort.,
",https://massageboutik.com/fr/chaise-de-massage/294-housses-7-morceaux-pour-chaise-de-massage.html,new,CAD$39.99,In Stock,https://massageboutik.com/664-large_default/housses-7-morceaux-pour-chaise-de-massage.jpg,,AH700CM7-XXX,"
						Allez Housses
					"
196,Ceinture porte-pot - Biotone,"Jar Holster comes with a belt that adjusts up to 40"" with an easy-lock clip buckle and a support band to ensure jar placement. Includes an empty 4 oz jar with lid, ready to use. Now in Black for a sleek look.",https://massageboutik.com/fr/bouteilles-pompes-et-ceintures/196-ceinture-porte-pot-biotone.html,new,CAD$36.99,In Stock,https://massageboutik.com/462-large_default/ceinture-porte-pot-biotone.jpg,,HOLJ2,"
						Biotone
					"
125,Bambino - Crème de massage Biscuit à l'Érable,"Biscuits à l’Érable est une douce émulsion aux effluves de sucre d’érable, douceur traditionnelle idéale pour l’hydratation et le massage de votre enfant.",https://massageboutik.com/fr/produits-de-massage/125-bambino-creme-de-massage-biscuit-a-l-erable.html,new,CAD$9.59,In Stock,https://massageboutik.com/341-large_default/bambino-creme-de-massage-biscuit-a-l-erable.jpg,,BAMXXXMER,"
						Les Soins Corporels l'Herbier
					"
